timestamp,Fecha_Satelite_UTC,Fecha_Captura_Chile,Volcan,Sensor,VRP_MW,Distancia_km,Tipo_Registro,Clasificacion Mirova,Ruta Foto,Fecha_Proceso_GitHub,Ultima_Actualizacion,Editado
1768766040,2026-01-18 19:54:00,2026-01-18 16:54:00,Copahue,VIIRS375,0.0,0.0,EVIDENCIA_DIARIA,NULO,No descargada,2026-01-18 21:17:35,2026-01-19 01:33:36,NO
1768766040,2026-01-18 19:54:00,2026-01-18 16:54:00,Chaiten,VIIRS375,0.0,0.0,EVIDENCIA_DIARIA,NULO,No descargada,2026-01-18 21:17:35,2026-01-19 01:33:36,NO
1768766040,2026-01-18 19:54:00,2026-01-18 16:54:00,Llaima,VIIRS375,0.0,0.0,EVIDENCIA_DIARIA,NULO,No descargada,2026-01-18 21:17:35,2026-01-19 01:33:36,NO
1768766040,2026-01-18 19:54:00,2026-01-18 16:54:00,Puyehue-Cordon Caulle,VIIRS375,0.0,0.0,EVIDENCIA_DIARIA,NULO,No descargada,2026-01-18 21:17:35,2026-01-19 01:33:36,NO
1768766040,2026-01-18 19:54:00,2026-01-18 16:54:00,Villarrica,VIIRS375,0.0,0.0,EVIDENCIA_DIARIA,NULO,No descargada,2026-01-18 21:17:35,2026-01-19 01:33:36,NO
1768761721,2026-01-18 18:42:01,2026-01-18 15:42:01,Isluga,VIIRS375,0.0,0.0,EVIDENCIA_DIARIA,NULO,No descargada,2026-01-18 21:17:35,2026-01-19 01:33:36,NO
1768761361,2026-01-18 18:36:01,2026-01-18 15:36:01,Lastarria,VIIRS375,0.0,0.0,EVIDENCIA_DIARIA,NULO,No descargada,2026-01-18 21:17:35,2026-01-19 01:33:36,NO
1768761361,2026-01-18 18:36:01,2026-01-18 15:36:01,PlanchonPeteroa,VIIRS375,0.0,0.0,EVIDENCIA_DIARIA,NULO,No descargada,2026-01-18 21:17:35,2026-01-19 01:33:36,NO
1768761361,2026-01-18 18:36:01,2026-01-18 15:36:01,Lascar,VIIRS375,0.0,0.0,EVIDENCIA_DIARIA,NULO,No descargada,2026-01-18 21:17:35,2026-01-19 01:33:36,NO
1768761361,2026-01-18 18:36:01,2026-01-18 15:36:01,Nevados de Chillan,VIIRS375,0.0,0.0,EVIDENCIA_DIARIA,NULO,No descargada,2026-01-18 21:17:35,2026-01-19 01:33:36,NO
1768717800,2026-01-18 06:30:00,2026-01-18 03:30:00,Copahue,MODIS,0.0,0.0,RUTINA,NULO,No descargada,2026-01-18 20:39:33,2026-01-19 01:33:36,NO
1768717800,2026-01-18 06:30:00,2026-01-18 03:30:00,Puyehue-Cordon Caulle,MODIS,0.0,0.0,RUTINA,NULO,No descargada,2026-01-18 20:39:33,2026-01-19 01:33:36,NO
1768717800,2026-01-18 06:30:00,2026-01-18 03:30:00,Villarrica,MODIS,0.0,0.0,RUTINA,NULO,No descargada,2026-01-18 20:39:33,2026-01-19 01:33:36,NO
1768717800,2026-01-18 06:30:00,2026-01-18 03:30:00,Chaiten,MODIS,0.0,0.0,RUTINA,NULO,No descargada,2026-01-18 20:39:33,2026-01-19 01:33:36,NO
1768717081,2026-01-18 06:18:01,2026-01-18 03:18:01,Villarrica,VIIRS375,0.0,0.0,EVIDENCIA_DIARIA,NULO,No descargada,2026-01-18 20:39:33,2026-01-18 21:16:33,NO
1768717081,2026-01-18 06:18:01,2026-01-18 03:18:01,Llaima,VIIRS375,0.0,0.0,EVIDENCIA_DIARIA,NULO,No descargada,2026-01-18 20:39:33,2026-01-18 21:16:33,NO
1768717081,2026-01-18 06:18:01,2026-01-18 03:18:01,Puyehue-Cordon Caulle,VIIRS375,0.25,7.73,ALERTA_TERMICA,Muy Bajo,imagenes_satelitales/Puyehue-Cordon Caulle/2026-01-18/06-18-01_Puyehue-Cordon Caulle_VIIRS375_Latest.png,2026-01-18 20:39:33,2026-01-18 21:16:33,NO
1768717081,2026-01-18 06:18:01,2026-01-18 03:18:01,Chaiten,VIIRS375,0.0,0.0,EVIDENCIA_DIARIA,NULO,No descargada,2026-01-18 20:39:33,2026-01-18 21:16:33,NO
1768716721,2026-01-18 06:12:01,2026-01-18 03:12:01,Isluga,VIIRS375,0.0,0.0,EVIDENCIA_DIARIA,NULO,No descargada,2026-01-18 20:39:33,2026-01-18 21:16:33,NO
1768716721,2026-01-18 06:12:01,2026-01-18 03:12:01,Lastarria,VIIRS375,0.07,1.55,ALERTA_TERMICA,Muy Bajo,imagenes_satelitales/Lastarria/2026-01-18/06-12-01_Lastarria_VIIRS375_Latest.png,2026-01-18 20:39:33,2026-01-18 21:16:33,NO
1768716721,2026-01-18 06:12:01,2026-01-18 03:12:01,Nevados de Chillan,VIIRS375,0.0,0.0,EVIDENCIA_DIARIA,NULO,No descargada,2026-01-18 20:39:33,2026-01-18 21:16:33,NO
1768716721,2026-01-18 06:12:01,2026-01-18 03:12:01,Lascar,VIIRS375,0.4,23.03,FALSO_POSITIVO,NULO,No descargada,2026-01-18 20:39:33,2026-01-18 21:16:33,NO
1768716721,2026-01-18 06:12:01,2026-01-18 03:12:01,PlanchonPeteroa,VIIRS375,0.0,0.0,EVIDENCIA_DIARIA,NULO,No descargada,2026-01-18 20:39:33,2026-01-18 21:16:33,NO
1768715640,2026-01-18 05:54:00,2026-01-18 02:54:00,Copahue,VIIRS375,0.91,26.09,FALSO_POSITIVO,NULO,No descargada,2026-01-18 20:39:33,2026-01-18 21:16:33,NO
1768710961,2026-01-18 04:36:01,2026-01-18 01:36:01,PlanchonPeteroa,VIIRS,0.0,0.0,RUTINA,NULO,No descargada,2026-01-18 20:39:33,2026-01-19 01:33:36,NO
1768710961,2026-01-18 04:36:01,2026-01-18 01:36:01,Llaima,VIIRS,0.0,0.0,RUTINA,NULO,No descargada,2026-01-18 20:39:33,2026-01-19 01:33:36,NO
1768710961,2026-01-18 04:36:01,2026-01-18 01:36:01,Nevados de Chillan,VIIRS,0.0,0.0,RUTINA,NULO,No descargada,2026-01-18 20:39:33,2026-01-19 01:33:36,NO
1768710961,2026-01-18 04:36:01,2026-01-18 01:36:01,Copahue,VIIRS,0.0,0.0,RUTINA,NULO,No descargada,2026-01-18 20:39:33,2026-01-19 01:33:36,NO
1768710961,2026-01-18 04:36:01,2026-01-18 01:36:01,Chaiten,VIIRS,0.0,0.0,RUTINA,NULO,No descargada,2026-01-18 20:39:33,2026-01-19 01:33:36,NO
1768710961,2026-01-18 04:36:01,2026-01-18 01:36:01,Villarrica,VIIRS,0.0,0.0,RUTINA,NULO,No descargada,2026-01-18 20:39:33,2026-01-19 01:33:36,NO
1768710961,2026-01-18 04:36:01,2026-01-18 01:36:01,Puyehue-Cordon Caulle,VIIRS,0.0,0.0,RUTINA,NULO,No descargada,2026-01-18 20:39:33,2026-01-19 01:33:36,NO
1768701900,2026-01-18 02:05:00,2026-01-17 23:05:00,Isluga,MODIS,0.0,0.0,RUTINA,NULO,No descargada,2026-01-18 01:17:34,2026-01-19 01:33:36,NO
1768701600,2026-01-18 02:00:00,2026-01-17 23:00:00,Lastarria,MODIS,0.0,0.0,RUTINA,NULO,No descargada,2026-01-18 00:02:35,2026-01-19 01:33:36,NO
1768701600,2026-01-18 02:00:00,2026-01-17 23:00:00,PlanchonPeteroa,MODIS,0.0,0.0,RUTINA,NULO,No descargada,2026-01-18 00:02:35,2026-01-19 01:33:36,NO
1768701600,2026-01-18 02:00:00,2026-01-17 23:00:00,Llaima,MODIS,0.0,0.0,RUTINA,NULO,No descargada,2026-01-18 00:02:35,2026-01-19 01:33:36,NO
1768701600,2026-01-18 02:00:00,2026-01-17 23:00:00,Nevados de Chillan,MODIS,0.0,0.0,RUTINA,NULO,No descargada,2026-01-18 00:02:35,2026-01-19 01:33:36,NO
1768701600,2026-01-18 02:00:00,2026-01-17 23:00:00,Lascar,MODIS,0.0,0.0,RUTINA,NULO,No descargada,2026-01-18 00:02:35,2026-01-19 01:33:36,NO
1768701600,2026-01-18 02:00:00,2026-01-17 23:00:00,Copahue,MODIS,0.0,0.0,RUTINA,NULO,No descargada,2026-01-18 00:02:35,2026-01-18 20:38:34,NO
1768701600,2026-01-18 02:00:00,2026-01-17 23:00:00,Villarrica,MODIS,0.0,0.0,RUTINA,NULO,No descargada,2026-01-18 00:02:35,2026-01-18 20:38:34,NO
1768701300,2026-01-18 01:55:00,2026-01-17 22:55:00,Chaiten,MODIS,0.0,0.0,RUTINA,NULO,No descargada,2026-01-18 00:16:34,2026-01-18 20:38:34,NO
1768683900,2026-01-17 21:05:00,2026-01-17 18:05:00,Llaima,MODIS,0.0,0.0,RUTINA,NULO,No descargada,2026-01-17 19:32:34,2026-01-18 00:01:33,NO
1768683900,2026-01-17 21:05:00,2026-01-17 18:05:00,PlanchonPeteroa,MODIS,0.0,0.0,RUTINA,NULO,No descargada,2026-01-17 19:32:34,2026-01-18 00:01:33,NO
1768683900,2026-01-17 21:05:00,2026-01-17 18:05:00,Copahue,MODIS,0.0,0.0,RUTINA,NULO,No descargada,2026-01-17 19:32:34,2026-01-18 00:01:33,NO
1768683900,2026-01-17 21:05:00,2026-01-17 18:05:00,Villarrica,MODIS,0.0,0.0,RUTINA,NULO,No descargada,2026-01-17 19:32:34,2026-01-18 00:01:33,NO
1768683900,2026-01-17 21:05:00,2026-01-17 18:05:00,Chaiten,MODIS,0.0,0.0,RUTINA,NULO,No descargada,2026-01-17 19:32:34,2026-01-18 00:15:30,NO
1768683900,2026-01-17 21:05:00,2026-01-17 18:05:00,Puyehue-Cordon Caulle,MODIS,0.0,0.0,RUTINA,NULO,No descargada,2026-01-17 19:32:34,2026-01-18 20:38:34,NO
1768683900,2026-01-17 21:05:00,2026-01-17 18:05:00,Nevados de Chillan,MODIS,0.0,0.0,RUTINA,NULO,No descargada,2026-01-17 19:32:34,2026-01-18 00:01:33,NO
1768680720,2026-01-17 20:12:00,2026-01-17 17:12:00,Chaiten,VIIRS375,0.0,0.0,EVIDENCIA_DIARIA,NULO,No descargada,2026-01-17 19:47:33,2026-01-18 20:38:34,NO
1768680720,2026-01-17 20:12:00,2026-01-17 17:12:00,Chaiten,VIIRS,0.0,0.0,RUTINA,NULO,No descargada,2026-01-17 20:17:29,2026-01-18 20:38:34,NO
1768678200,2026-01-17 19:30:00,2026-01-17 16:30:00,Lascar,MODIS,0.0,0.0,RUTINA,NULO,No descargada,2026-01-17 18:33:31,2026-01-18 00:01:33,NO
1768678200,2026-01-17 19:30:00,2026-01-17 16:30:00,Lastarria,MODIS,0.0,0.0,RUTINA,NULO,No descargada,2026-01-17 18:33:31,2026-01-18 00:01:33,NO
1768678200,2026-01-17 19:30:00,2026-01-17 16:30:00,Isluga,MODIS,0.0,0.0,RUTINA,NULO,No descargada,2026-01-17 18:33:31,2026-01-18 01:16:34,NO
1768677900,2026-01-17 19:25:00,2026-01-17 16:25:00,Llaima,MODIS,0.0,0.0,RUTINA,NULO,No descargada,2026-01-17 18:33:31,2026-01-17 19:31:36,NO
1768677900,2026-01-17 19:25:00,2026-01-17 16:25:00,PlanchonPeteroa,MODIS,0.0,0.0,RUTINA,NULO,No descargada,2026-01-17 18:33:31,2026-01-17 19:31:36,NO
1768677900,2026-01-17 19:25:00,2026-01-17 16:25:00,Copahue,MODIS,0.0,0.0,RUTINA,NULO,No descargada,2026-01-17 18:33:31,2026-01-17 19:31:36,NO
1768677900,2026-01-17 19:25:00,2026-01-17 16:25:00,Nevados de Chillan,MODIS,0.0,0.0,RUTINA,NULO,No descargada,2026-01-17 18:33:31,2026-01-17 19:31:36,NO
1768676401,2026-01-17 19:00:01,2026-01-17 16:00:01,Isluga,VIIRS,0.0,0.0,RUTINA,NULO,No descargada,2026-01-17 19:32:34,2026-01-19 01:33:36,NO
1768676401,2026-01-17 19:00:01,2026-01-17 16:00:01,Isluga,VIIRS375,0.0,0.0,EVIDENCIA_DIARIA,NULO,No descargada,2026-01-17 19:03:33,2026-01-18 20:38:34,NO
1768676401,2026-01-17 19:00:01,2026-01-17 16:00:01,Lascar,VIIRS375,0.0,0.0,EVIDENCIA_DIARIA,NULO,No descargada,2026-01-17 19:03:33,2026-01-18 20:38:34,NO
1768676401,2026-01-17 19:00:01,2026-01-17 16:00:01,Lascar,VIIRS,0.0,0.0,RUTINA,NULO,No descargada,2026-01-17 19:32:34,2026-01-19 01:33:36,NO
